I	PRP	2	nsubj	O
charge	VBP	0	ROOT	O
it	PRP	2	dobj	O
at	IN	5	case	O
night	NN	2	nmod	O
and	CC	2	cc	O
skip	VB	2	conj	O
taking	VBG	7	xcomp	O
the	DT	10	det	O
cord	NN	8	dobj	B-ASP
with	IN	12	case	O
me	PRP	8	nmod	O
because	IN	18	case	O
of	IN	13	mwe	O
the	DT	18	det	O
good	JJ	18	amod	O
battery	NN	18	compound	B-ASP
life	NN	8	nmod	I-ASP
.	.	2	punct	O

I	PRP	2	nsubj	O
bought	VBD	0	ROOT	O
a	DT	8	det	O
HP	NNP	8	compound	O
Pavilion	NNP	8	compound	O
DV4	NN	8	compound	O
1222nr	NN	8	compound	O
laptop	NN	2	dobj	O
and	CC	2	cc	O
have	VB	11	aux	O
had	VBN	2	conj	O
so	RB	13	advmod	O
many	JJ	14	amod	O
problems	NNS	11	dobj	O
with	IN	17	case	O
the	DT	17	det	O
computer	NN	14	nmod	O
.	.	2	punct	O

The	DT	3	det	O
tech	NN	3	compound	B-ASP
guy	NN	5	nsubj	I-ASP
then	RB	5	advmod	O
said	VBD	0	ROOT	O
the	DT	8	det	O
service	NN	8	compound	B-ASP
center	NN	11	nsubj	I-ASP
does	VBZ	11	aux	O
not	RB	11	neg	O
do	VB	5	ccomp	O
1	CD	11	dobj	O
to	TO	15	case	O
1	CD	15	nummod	O
exchange	NN	11	nmod	O
and	CC	11	cc	O
I	PRP	18	nsubj	O
have	VBP	11	conj	O
to	TO	20	mark	O
direct	VB	18	xcomp	O
my	PRP$	22	nmod:poss	O
concern	NN	20	dobj	O
to	TO	26	case	O
the	DT	26	det	O
sales	NNS	26	compound	B-ASP
team	NN	22	nmod	I-ASP
,	,	26	punct	O
which	WDT	32	nsubj	O
is	VBZ	32	cop	O
the	DT	32	det	O
retail	JJ	32	amod	O
shop	NN	26	acl:relcl	O
which	WDT	35	dobj	O
I	PRP	35	nsubj	O
bought	VBD	32	acl:relcl	O
my	PRP$	37	nmod:poss	O
netbook	NN	35	dobj	O
from	IN	35	nmod	O
.	.	5	punct	O

I	PRP	2	nsubj	O
investigated	VBD	0	ROOT	O
netbooks	NNS	2	dobj	O
and	CC	2	cc	O
saw	VBD	2	conj	O
the	DT	9	det	O
Toshiba	NNP	9	compound	O
NB305	NN	9	compound	O
N410BL	NN	5	dobj	O
.	.	2	punct	O

The	DT	3	det	O
other	JJ	3	amod	O
day	NN	5	nsubj	O
I	CD	3	nummod	O
had	VBD	0	ROOT	O
a	DT	7	det	O
presentation	NN	5	dobj	O
to	TO	9	mark	O
do	VB	7	acl	O
for	IN	12	case	O
a	DT	12	det	O
seminar	NN	9	nmod	O
at	IN	16	case	O
a	DT	16	det	O
large	JJ	16	amod	O
conference	NN	9	nmod	O
in	IN	19	case	O
town	NN	19	compound	O
lots	NNS	16	nmod	O
of	IN	21	case	O
people	NNS	19	nmod	O
,	,	5	punct	O
little	JJ	24	amod	O
time	NN	5	dobj	O
to	TO	26	case	O
prep	NN	24	nmod	O
and	CC	24	cc	O
have	VBP	24	conj	O
to	TO	30	mark	O
set	VB	28	xcomp	O
up	RP	30	compound:prt	O
a	DT	33	det	O
computer	NN	30	dobj	O
to	TO	36	case	O
a	DT	36	det	O
projector	NN	30	nmod	O
,	,	36	punct	O
etc	FW	36	appos	O
.	.	5	punct	O

it	PRP	5	nsubj	O
is	VBZ	5	cop	O
of	IN	5	case	O
high	JJ	5	amod	O
quality	NN	0	ROOT	B-ASP
,	,	5	punct	O
has	VBZ	5	conj	O
a	DT	10	det	O
killer	NN	10	compound	O
GUI	NNP	7	dobj	B-ASP
,	,	5	punct	O
is	VBZ	14	cop	O
extremely	RB	14	advmod	O
stable	JJ	5	conj	O
,	,	5	punct	O
is	VBZ	18	cop	O
highly	RB	18	advmod	O
expandable	JJ	5	conj	O
,	,	5	punct	O
is	VBZ	21	auxpass	O
bundled	VBN	5	acl	O
with	IN	23	case	O
lots	NNS	21	nmod	O
of	IN	27	case	O
very	RB	26	advmod	O
good	JJ	27	amod	O
applications	NNS	23	nmod	B-ASP
,	,	5	punct	O
is	VBZ	30	cop	O
easy	JJ	5	conj	O
to	TO	32	mark	O
use	VB	30	xcomp	B-ASP
,	,	5	punct	O
and	CC	5	cc	O
is	VBZ	37	cop	O
absolutely	RB	37	advmod	O
gorgeous	JJ	5	conj	O
.	.	5	punct	O

Easy	NNP	3	nsubj	O
to	TO	3	mark	O
start	VB	0	ROOT	B-ASP
up	RP	3	compound:prt	I-ASP
and	CC	3	cc	O
does	VBZ	8	aux	O
not	RB	8	neg	O
overheat	VB	3	conj	O
as	RB	10	advmod	O
much	JJ	8	dobj	O
as	IN	13	case	O
other	JJ	13	amod	O
laptops	NNS	10	nmod	O
.	.	3	punct	O

Sad	JJ	0	ROOT	O
very	RB	3	advmod	O
SAD	JJ	1	dep	O
.	.	1	punct	O

I	PRP	3	nsubj	O
even	RB	3	advmod	O
got	VBD	0	ROOT	O
my	PRP$	6	nmod:poss	O
teenage	JJ	6	amod	O
son	NN	3	dobj	O
one	CD	6	nummod	O
,	,	3	punct	O
because	IN	12	case	O
of	IN	9	mwe	O
the	DT	12	det	O
features	NNS	3	nmod	B-ASP
that	IN	15	dobj	O
it	PRP	15	nsubj	O
offers	VBZ	12	acl:relcl	O
,	,	12	punct	O
like	IN	19	case	O
,	,	19	punct	O
iChat	NNP	12	nmod	B-ASP
,	,	19	punct	O
Photobooth	NNP	19	conj	B-ASP
,	,	19	punct	O
garage	NN	24	compound	B-ASP
band	NN	19	conj	I-ASP
and	CC	19	cc	O
more	JJR	19	conj	O
!	.	3	punct	O

Needless	JJ	0	ROOT	O
to	TO	3	mark	O
say	VB	1	xcomp	O
a	DT	5	det	O
PC	NN	14	nsubj	O
that	WDT	9	nsubj	O
ca	MD	9	aux	O
n't	RB	9	neg	O
support	VB	5	acl:relcl	O
a	DT	12	det	O
cell	NN	12	compound	O
